Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-4589;T10 Determine necessity to stop indication-complete;Resource07;2010/12/06 10:20:07.236;Variant 17;17;Internet;General;;Resource07;task-2837;T10 Determine necessity to stop indication;complete;Group 1;26.786
case-4589;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 14:42:01.490;Variant 17;17;Internet;General;;Resource07;task-2839;T05 Print and send confirmation of receipt;complete;Group 2;15714.254
case-4598;Confirmation of receipt-complete;Resource34;2010/12/10 14:42:47.518;Variant 1;1;Internet;General;;Resource34;task-2508;Confirmation of receipt;complete;EMPTY;0.0
case-4598;T02 Check confirmation of receipt-complete;Resource34;2010/12/10 14:44:09.214;Variant 1;1;Internet;General;;Resource34;task-3667;T02 Check confirmation of receipt;complete;EMPTY;81.696
case-4598;T04 Determine confirmation of receipt-complete;Resource34;2010/12/10 14:45:04.207;Variant 1;1;Internet;General;;Resource34;task-3669;T04 Determine confirmation of receipt;complete;EMPTY;54.993
case-4598;T05 Print and send confirmation of receipt-complete;Resource34;2010/12/10 14:45:54.662;Variant 1;1;Internet;General;;Resource34;task-3670;T05 Print and send confirmation of receipt;complete;EMPTY;50.455
case-4598;T06 Determine necessity of stop advice-complete;Resource34;2010/12/10 14:46:56.741;Variant 1;1;Internet;General;;Resource34;task-3668;T06 Determine necessity of stop advice;complete;Group 1;62.079
case-4598;T10 Determine necessity to stop indication-complete;Resource34;2010/12/10 14:48:00.370;Variant 1;1;Internet;General;;Resource34;task-3671;T10 Determine necessity to stop indication;complete;Group 1;63.629
case-4599;Confirmation of receipt-complete;Resource02;2010/12/06 13:55:44.720;Variant 10;10;Internet;General;;Resource02;task-2509;Confirmation of receipt;complete;EMPTY;0.0
case-4599;T02 Check confirmation of receipt-complete;Resource02;2010/12/06 13:55:59.228;Variant 10;10;Internet;General;;Resource02;task-2987;T02 Check confirmation of receipt;complete;Group 4;14.508
case-4599;T04 Determine confirmation of receipt-complete;Resource10;2010/12/07 08:17:59.224;Variant 10;10;Internet;General;;Resource02;task-2989;T04 Determine confirmation of receipt;complete;Group 3;66119.996
case-4599;T05 Print and send confirmation of receipt-complete;admin1;2010/12/07 08:32:44.765;Variant 10;10;Internet;General;;Resource02;task-3021;T05 Print and send confirmation of receipt;complete;Group 2;885.541
case-4600;Confirmation of receipt-complete;Resource12;2010/12/14 14:59:22.948;Variant 1;1;Internet;General;;admin1;task-2510;Confirmation of receipt;complete;EMPTY;0.0
case-4600;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:18:09.656;Variant 1;1;Internet;General;;admin1;task-4236;T02 Check confirmation of receipt;complete;Group 4;242326.708
case-4600;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:29:45.264;Variant 1;1;Internet;General;;admin1;task-4773;T04 Determine confirmation of receipt;complete;Group 3;695.608
case-4600;T05 Print and send confirmation of receipt-complete;admin1;2010/12/21 11:03:49.027;Variant 1;1;Internet;General;;admin1;task-4824;T05 Print and send confirmation of receipt;complete;Group 2;347643.763
case-4601;Confirmation of receipt-complete;Resource12;2010/12/14 14:36:38.009;Variant 1;1;Internet;General;;Resource12;task-2526;Confirmation of receipt;complete;EMPTY;0.0
case-4601;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:16:48.413;Variant 1;1;Internet;General;;Resource12;task-4222;T02 Check confirmation of receipt;complete;Group 4;243610.404
case-4601;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:29:29.517;Variant 1;1;Internet;General;;Resource12;task-4765;T04 Determine confirmation of receipt;complete;Group 3;761.104
case-4601;T05 Print and send confirmation of receipt-complete;admin1;2010/12/21 11:25:16.429;Variant 1;1;Internet;General;;Resource12;task-4823;T05 Print and send confirmation of receipt;complete;Group 2;348946.912
case-4602;Confirmation of receipt-complete;Resource17;2010/12/09 16:13:14.649;Variant 2;2;Internet;General;;Resource17;task-2527;Confirmation of receipt;complete;EMPTY;0.0
case-4602;T06 Determine necessity of stop advice-complete;Resource17;2010/12/09 16:13:53.468;Variant 2;2;Internet;General;;Resource17;task-3515;T06 Determine necessity of stop advice;complete;Group 1;38.819
case-4602;T10 Determine necessity to stop indication-complete;Resource17;2010/12/09 16:14:07.565;Variant 2;2;Internet;General;;Resource17;task-3516;T10 Determine necessity to stop indication;complete;Group 1;14.097
case-4602;T02 Check confirmation of receipt-complete;Resource04;2010/12/10 14:29:28.270;Variant 2;2;Internet;General;;Resource17;task-3514;T02 Check confirmation of receipt;complete;EMPTY;80120.705
case-4602;T04 Determine confirmation of receipt-complete;Resource10;2010/12/10 16:13:27.991;Variant 2;2;Internet;General;;Resource17;task-3664;T04 Determine confirmation of receipt;complete;Group 3;6239.721
case-4602;T05 Print and send confirmation of receipt-complete;admin1;2010/12/14 08:30:14.495;Variant 2;2;Internet;General;;Resource17;task-3707;T05 Print and send confirmation of receipt;complete;Group 2;317806.504
case-4603;Confirmation of receipt-complete;Resource07;2010/12/06 11:43:40.461;Variant 5;5;Internet;General;;Resource07;task-2528;Confirmation of receipt;complete;EMPTY;0.0
case-4603;T02 Check confirmation of receipt-complete;Resource07;2010/12/06 11:43:57.995;Variant 5;5;Internet;General;;Resource07;task-2931;T02 Check confirmation of receipt;complete;Group 4;17.534
case-4603;T04 Determine confirmation of receipt-complete;Resource07;2010/12/06 11:44:11.319;Variant 5;5;Internet;General;;Resource07;task-2933;T04 Determine confirmation of receipt;complete;Group 3;13.324
case-4603;T06 Determine necessity of stop advice-complete;Resource07;2010/12/06 11:44:36.318;Variant 5;5;Internet;General;;Resource07;task-2932;T06 Determine necessity of stop advice;complete;Group 1;24.999
case-4603;T10 Determine necessity to stop indication-complete;Resource07;2010/12/06 11:44:56.579;Variant 5;5;Internet;General;;Resource07;task-2935;T10 Determine necessity to stop indication;complete;Group 1;20.261
case-4603;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 15:05:46.768;Variant 5;5;Internet;General;;Resource07;task-2934;T05 Print and send confirmation of receipt;complete;Group 2;12050.189
case-4604;Confirmation of receipt-complete;Resource07;2010/12/02 16:30:23.852;Variant 6;6;Internet;General;;Resource07;task-2530;Confirmation of receipt;complete;Group 1;0.0
case-4604;T06 Determine necessity of stop advice-complete;Resource07;2010/12/02 16:31:39.999;Variant 6;6;Internet;General;;Resource07;task-2664;T06 Determine necessity of stop advice;complete;Group 1;76.147
case-4604;T02 Check confirmation of receipt-complete;Resource07;2010/12/02 16:32:38.152;Variant 6;6;Internet;General;;Resource07;task-2663;T02 Check confirmation of receipt;complete;Group 4;58.153
case-4604;T04 Determine confirmation of receipt-complete;Resource07;2010/12/02 16:33:13.669;Variant 6;6;Internet;General;;Resource07;task-2666;T04 Determine confirmation of receipt;complete;Group 3;35.517
case-4604;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 14:36:38.951;Variant 6;6;Internet;General;;Resource07;task-2667;T05 Print and send confirmation of receipt;complete;Group 2;338605.282
case-4604;T10 Determine necessity to stop indication-complete;Resource07;2010/12/07 08:38:07.394;Variant 6;6;Internet;General;;Resource07;task-2665;T10 Determine necessity to stop indication;complete;Group 1;64888.443
case-4605;Confirmation of receipt-complete;Resource04;2010/12/07 15:33:40.283;Variant 1;1;Internet;General;;Resource04;task-2531;Confirmation of receipt;complete;EMPTY;0.0
case-4605;T02 Check confirmation of receipt-complete;Resource04;2010/12/07 15:33:55.010;Variant 1;1;Internet;General;;Resource04;task-3159;T02 Check confirmation of receipt;complete;Group 4;14.727
case-4605;T04 Determine confirmation of receipt-complete;Resource10;2010/12/07 17:40:02.396;Variant 1;1;Internet;General;;Resource04;task-3161;T04 Determine confirmation of receipt;complete;Group 3;7567.386
case-4605;T05 Print and send confirmation of receipt-complete;admin1;2010/12/08 09:42:51.112;Variant 1;1;Internet;General;;Resource04;task-3184;T05 Print and send confirmation of receipt;complete;Group 2;57768.716
case-4605;T06 Determine necessity of stop advice-complete;Resource04;2010/12/08 16:04:09.031;Variant 1;1;Internet;General;;Resource04;task-3160;T06 Determine necessity of stop advice;complete;Group 1;22877.919
case-4605;T10 Determine necessity to stop indication-complete;Resource04;2010/12/08 16:04:22.644;Variant 1;1;Internet;General;;Resource04;task-3392;T10 Determine necessity to stop indication;complete;Group 1;13.613
case-4608;Confirmation of receipt-complete;Resource04;2010/12/17 13:09:03.663;Variant 5;5;Internet;General;;Resource04;task-2534;Confirmation of receipt;complete;EMPTY;0.0
case-4608;T02 Check confirmation of receipt-complete;Resource04;2010/12/17 13:09:24.659;Variant 5;5;Internet;General;;Resource04;task-4912;T02 Check confirmation of receipt;complete;Group 4;20.996
case-4608;T04 Determine confirmation of receipt-complete;Resource04;2010/12/17 13:09:36.206;Variant 5;5;Internet;General;;Resource04;task-4914;T04 Determine confirmation of receipt;complete;Group 3;11.547
case-4608;T06 Determine necessity of stop advice-complete;Resource04;2010/12/17 13:09:49.891;Variant 5;5;Internet;General;;Resource04;task-4913;T06 Determine necessity of stop advice;complete;Group 1;13.685
case-4608;T10 Determine necessity to stop indication-complete;Resource04;2010/12/17 13:10:07.683;Variant 5;5;Internet;General;;Resource04;task-4916;T10 Determine necessity to stop indication;complete;Group 1;17.792
case-4608;T05 Print and send confirmation of receipt-complete;Resource04;2010/12/20 16:15:26.476;Variant 5;5;Internet;General;;Resource04;task-4915;T05 Print and send confirmation of receipt;complete;Group 2;270318.793
case-4619;Confirmation of receipt-complete;Resource08;2010/12/03 13:48:01.931;Variant 1;1;Internet;General;;Resource08;task-2599;Confirmation of receipt;complete;EMPTY;0.0
case-4619;T02 Check confirmation of receipt-complete;Resource08;2010/12/03 13:48:16.495;Variant 1;1;Internet;General;;Resource08;task-2722;T02 Check confirmation of receipt;complete;Group 4;14.564
case-4619;T04 Determine confirmation of receipt-complete;Resource10;2010/12/03 14:50:01.850;Variant 1;1;Internet;General;;Resource08;task-2724;T04 Determine confirmation of receipt;complete;Group 3;3705.355
case-4619;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 14:40:49.307;Variant 1;1;Internet;General;;Resource08;task-2752;T05 Print and send confirmation of receipt;complete;Group 2;258647.457
case-4619;T06 Determine necessity of stop advice-complete;Resource08;2010/12/13 10:37:38.475;Variant 1;1;Internet;General;;Resource08;task-2723;T06 Determine necessity of stop advice;complete;Group 1;590209.168
case-4619;T10 Determine necessity to stop indication-complete;Resource08;2010/12/13 10:37:55.173;Variant 1;1;Internet;General;;Resource08;task-3801;T10 Determine necessity to stop indication;complete;Group 1;16.698
case-4623;Confirmation of receipt-complete;Resource07;2010/12/07 09:07:53.862;Variant 28;28;Internet;General;;Resource07;task-2631;Confirmation of receipt;complete;EMPTY;0.0
case-4623;T06 Determine necessity of stop advice-complete;Resource07;2010/12/07 09:11:47.505;Variant 28;28;Internet;General;;Resource07;task-3051;T06 Determine necessity of stop advice;complete;Group 1;233.643
case-4623;T10 Determine necessity to stop indication-complete;Resource07;2010/12/07 09:23:21.902;Variant 28;28;Internet;General;;Resource07;task-3053;T10 Determine necessity to stop indication;complete;Group 1;694.397
case-4623;T02 Check confirmation of receipt-complete;Resource19;2010/12/07 14:30:37.692;Variant 28;28;Internet;General;;Resource07;task-3050;T02 Check confirmation of receipt;complete;EMPTY;18435.79
case-4623;T04 Determine confirmation of receipt-complete;Resource10;2010/12/07 16:43:51.518;Variant 28;28;Internet;General;;Resource07;task-3122;T04 Determine confirmation of receipt;complete;Group 3;7993.826
case-4623;T05 Print and send confirmation of receipt-complete;admin1;2010/12/08 09:38:23.535;Variant 28;28;Internet;General;;Resource07;task-3165;T05 Print and send confirmation of receipt;complete;Group 2;60872.017
case-4623;T11 Create document X request unlicensed-complete;Resource07;2010/12/10 08:11:58.211;Variant 28;28;Internet;General;;Resource07;task-3057;T11 Create document X request unlicensed;complete;Group 1;167614.676
case-4623;T12 Check document X request unlicensed-complete;Resource19;2010/12/10 08:46:30.628;Variant 28;28;Internet;General;;Resource07;task-3525;T12 Check document X request unlicensed;complete;Group 4;2072.417
case-4623;T14 Determine document X request unlicensed-complete;Resource07;2010/12/10 09:36:37.075;Variant 28;28;Internet;General;;Resource07;task-3540;T14 Determine document X request unlicensed;complete;Group 3;3006.447
case-4623;T15 Print document X request unlicensed-complete;Resource07;2010/12/10 09:36:47.840;Variant 28;28;Internet;General;;Resource07;task-3552;T15 Print document X request unlicensed;complete;Group 2;10.765
case-4632;Confirmation of receipt-complete;Resource07;2010/12/07 09:49:35.925;Variant 2;2;Internet;General;;Resource07;task-2670;Confirmation of receipt;complete;EMPTY;0.0
case-4632;T06 Determine necessity of stop advice-complete;Resource07;2010/12/07 09:50:57.824;Variant 2;2;Internet;General;;Resource07;task-3060;T06 Determine necessity of stop advice;complete;Group 1;81.899
case-4632;T10 Determine necessity to stop indication-complete;Resource07;2010/12/07 09:52:00.389;Variant 2;2;Internet;General;;Resource07;task-3061;T10 Determine necessity to stop indication;complete;Group 1;62.565
case-4632;T02 Check confirmation of receipt-complete;Resource19;2010/12/07 14:31:47.009;Variant 2;2;Internet;General;;Resource07;task-3059;T02 Check confirmation of receipt;complete;EMPTY;16786.62
case-4632;T04 Determine confirmation of receipt-complete;Resource10;2010/12/07 16:24:15.374;Variant 2;2;Internet;General;;Resource07;task-3123;T04 Determine confirmation of receipt;complete;Group 3;6748.365
case-4632;T05 Print and send confirmation of receipt-complete;admin1;2010/12/08 09:37:15.669;Variant 2;2;Internet;General;;Resource07;task-3164;T05 Print and send confirmation of receipt;complete;Group 2;61980.295
case-4639;Confirmation of receipt-complete;Resource01;2010/12/15 11:52:03.599;Variant 1;1;Internet;General;;Resource01;task-2716;Confirmation of receipt;complete;EMPTY;0.0
case-4639;T02 Check confirmation of receipt-complete;Resource01;2010/12/15 11:56:46.605;Variant 1;1;Internet;General;;Resource01;task-4486;T02 Check confirmation of receipt;complete;Group 4;283.006
case-4639;T04 Determine confirmation of receipt-complete;Resource01;2010/12/15 11:58:21.887;Variant 1;1;Internet;General;;Resource01;task-4488;T04 Determine confirmation of receipt;complete;Group 3;95.282
